unit,tra_meas,airp_pr\time	2017Q2 	2017Q1 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 	2016 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2015M12 	2015M11 	2015M10 	2015M09 	2015M08 	2015M07 	2015M06 	2015M05 	2015M04 	2015M03 	2015M02 	2015M01 	2015 
PAS,PAS_CRD,MK_LWSK_DE_EDNY	8714 	7998 	3377 	2667 	2996 	3051 	2741 	2377 	2880 	7887 	8300 	8470 	8296 	2325 	2630 	2932 	2504 	2942 	2854 	2777 	3030 	2663 	2936 	2782 	2578 	32953 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD,MK_LWSK_DK_EKCH	8427 	8040 	3596 	2806 	2942 	2679 	2892 	2513 	2635 	7064 	8454 	7992 	919 	2135 	2344 	2585 	2494 	2873 	3087 	2676 	2829 	2487 	919 	: 	: 	24429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	7104 	8847 	7924 	7280 	2008 	2400 	2696 	2910 	2950 	2987 	2583 	2706 	2635 	2675 	2172 	2433 	31155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	7273 	8132 	8033 	7326 	2050 	2477 	2746 	2578 	2883 	2671 	2483 	2748 	2802 	2676 	2226 	2424 	30764 	7026 	11085 	7968 	7146 	2326 	2015 	2685 	3238 	4052 	3795 	2788 	2769 	2411 	2469 	2299 	2378 	33225 
PAS,PAS_CRD,MK_LWSK_FR_LFSB	21673 	21267 	9066 	7101 	7297 	7275 	7317 	6077 	7873 	21058 	22341 	21447 	17655 	7242 	6760 	7056 	6749 	7348 	8244 	6963 	7682 	6802 	6438 	5359 	5858 	82501 	18329 	20868 	20545 	16798 	5229 	6482 	6618 	6811 	7176 	6881 	6748 	6832 	6965 	6009 	5004 	5785 	76540 
PAS,PAS_CRD,MK_LWSK_HR_LDZA	13220 	9304 	6050 	4892 	4494 	3834 	3854 	2693 	2757 	11623 	16928 	12373 	8643 	3318 	3645 	4660 	4755 	6095 	6078 	4113 	4332 	3928 	3438 	2594 	2611 	49567 	11054 	15653 	11661 	8087 	3154 	3573 	4327 	4343 	5862 	5448 	3815 	4058 	3788 	3331 	2415 	2341 	46455 
PAS,PAS_CRD,MK_LWSK_IT_LIME	: 	: 	: 	: 	: 	: 	: 	: 	: 	7601 	8233 	8291 	7998 	2167 	2639 	2795 	2608 	2950 	2675 	2660 	2935 	2696 	2729 	2380 	2889 	32123 	8730 	11821 	8081 	7399 	3538 	2408 	2784 	3436 	4226 	4159 	2823 	2783 	2475 	2581 	2292 	2526 	36031 
PAS,PAS_CRD,MK_LWSK_IT_LIPH	: 	: 	: 	: 	: 	: 	: 	: 	: 	7785 	8765 	8073 	7294 	2810 	2577 	2398 	2823 	2921 	3021 	2604 	2789 	2680 	2351 	2311 	2632 	31917 	7754 	8679 	7670 	7335 	2762 	2607 	2385 	2781 	2935 	2963 	2448 	2656 	2566 	2580 	2278 	2477 	31438 
PAS,PAS_CRD,MK_LWSK_IT_LIRF	: 	: 	: 	: 	: 	: 	: 	: 	: 	7180 	12696 	12747 	9001 	: 	3156 	4024 	3774 	4533 	4389 	4081 	4463 	4203 	3289 	2745 	2967 	41624 	9351 	13314 	12756 	7979 	2869 	2727 	3755 	4132 	4656 	4526 	4496 	4237 	4023 	3221 	2142 	2616 	43400 
PAS,PAS_CRD,MK_LWSK_NL_EHEH	: 	: 	: 	: 	: 	: 	: 	: 	: 	7653 	8595 	7294 	8258 	2631 	2270 	2752 	2872 	2662 	3061 	1625 	3013 	2656 	2923 	2534 	2801 	31800 	7964 	8830 	8193 	7399 	2619 	2825 	2520 	2897 	2960 	2973 	2509 	2865 	2819 	2576 	2382 	2441 	32386 
PAS,PAS_CRD,MK_LWSK_NO_ENTO	: 	: 	: 	: 	: 	: 	: 	: 	: 	7599 	8237 	7704 	6921 	2632 	2490 	2477 	2801 	2511 	2925 	2163 	2800 	2741 	2347 	2397 	2177 	30461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD,MK_LWSK_RS_LYBE	11869 	8516 	6223 	5417 	3277 	3175 	2936 	2507 	3073 	10062 	19737 	12523 	6629 	3317 	2958 	3787 	5196 	6985 	7556 	5669 	3576 	3278 	2708 	2113 	1808 	48951 	8451 	18530 	11813 	9181 	2319 	2627 	3505 	4543 	7061 	6926 	4985 	3510 	3318 	3262 	3144 	2775 	47975 
PAS,PAS_CRD,MK_LWSK_SE_ESGG	12364 	11702 	5375 	3845 	4247 	4272 	4131 	3754 	3817 	12269 	12429 	12205 	9137 	4503 	3748 	4018 	4021 	4037 	4371 	3916 	4246 	4043 	3213 	2580 	3344 	46040 	12635 	16413 	11962 	9348 	4100 	3702 	4833 	5302 	5380 	5731 	3825 	4041 	4096 	3529 	2548 	3271 	50358 
PAS,PAS_CRD,MK_LWSK_SE_ESKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	7190 	8298 	7977 	7337 	2353 	2213 	2624 	2472 	2814 	3012 	2787 	2856 	2334 	2773 	2517 	2047 	30802 	6820 	8221 	7298 	6995 	1984 	2268 	2568 	2448 	2801 	2972 	2598 	2520 	2180 	2513 	2221 	2261 	29334 
PAS,PAS_CRD,MK_LWSK_SE_ESMS	20363 	16714 	9147 	6071 	7164 	7128 	5695 	5161 	5858 	20021 	20764 	20251 	18609 	6926 	6166 	6929 	6850 	6800 	7114 	6673 	7025 	6553 	6610 	5521 	6478 	79645 	23175 	28722 	19928 	16321 	6603 	7192 	9380 	9507 	9365 	9850 	6417 	6727 	6784 	6227 	4874 	5220 	88146 
PAS,PAS_CRD,MK_LWSK_SI_LJLJ	14774 	10577 	6208 	4612 	4867 	5295 	4004 	3142 	3431 	11110 	11646 	10320 	9262 	3588 	3609 	3913 	3645 	4130 	3871 	3331 	3967 	3022 	3298 	3045 	2919 	42338 	11441 	13158 	12001 	8520 	3282 	3817 	4342 	4118 	4701 	4339 	3695 	4163 	4143 	3252 	2576 	2692 	45120 
PAS,PAS_CRD,MK_LWSK_SK_LZIB	8426 	8110 	4646 	2942 	2862 	2622 	3104 	2126 	2880 	7835 	8785 	7881 	259 	2616 	2436 	2783 	2952 	2928 	2905 	2533 	2758 	2590 	259 	0 	0 	24760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD,MK_LWSK_TR_LTAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19223 	3828 	: 	: 	: 	: 	4306 	8193 	6724 	3284 	544 	: 	: 	: 	: 	23051 	: 	21341 	3466 	: 	: 	: 	: 	4490 	9616 	7235 	3466 	: 	: 	: 	: 	: 	24807 
PAS,PAS_CRD,MK_LWSK_TR_LTBA	41094 	27960 	16617 	13351 	14611 	13132 	10842 	8655 	8463 	34621 	42402 	38998 	28336 	10157 	10870 	13594 	14610 	14497 	13295 	11877 	14796 	12325 	10904 	9189 	8243 	144357 	30556 	42105 	37272 	30590 	8785 	10177 	11594 	13442 	15001 	13662 	11984 	13245 	12043 	11288 	9062 	10240 	140523 
PAS,PAS_CRD,MK_LWSK_TR_LTFJ	19530 	14848 	7047 	6536 	6842 	6152 	5428 	4423 	4997 	13964 	18920 	18255 	11661 	4232 	3978 	5754 	6723 	6531 	5666 	5633 	7334 	5288 	3721 	3648 	4292 	62800 	13496 	20712 	18038 	8965 	4358 	3679 	5459 	6646 	7769 	6297 	6408 	6530 	5100 	2984 	2917 	3064 	61211 
PAS,PAS_CRD,MK_LWSK_UK_EGGW	20641 	13571 	6381 	6596 	6875 	7170 	4829 	3969 	4773 	16840 	19608 	17632 	16983 	6054 	4760 	6026 	5803 	7071 	6734 	6259 	5898 	5475 	6274 	5071 	5638 	71063 	17008 	20810 	20288 	14663 	5317 	4982 	6709 	6839 	7375 	6596 	6571 	6954 	6763 	5440 	4564 	4659 	72769 
PAS,PAS_CRD_ARR,MK_LWSK_AE_OMDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	2546 	2947 	3586 	2398 	1053 	786 	707 	734 	1023 	1190 	1218 	1259 	1109 	865 	824 	709 	11477 	2095 	3503 	4361 	2935 	739 	745 	611 	553 	1053 	1897 	1715 	1476 	1170 	1124 	750 	1061 	12894 
PAS,PAS_CRD_ARR,MK_LWSK_AT_LOWW	17881 	8604 	9677 	7033 	5494 	5354 	3599 	2511 	2494 	11904 	17486 	14921 	8205 	3938 	3500 	4466 	4534 	4354 	8598 	6038 	4929 	3954 	3446 	2651 	2108 	52516 	10651 	16753 	13696 	8754 	3331 	3329 	3991 	4110 	4317 	8326 	5112 	4476 	4108 	3695 	2679 	2380 	49854 
PAS,PAS_CRD_ARR,MK_LWSK_BE_EBCI	4480 	4225 	1837 	1588 	1503 	1389 	1490 	1271 	1464 	4233 	4253 	4384 	3971 	1362 	1241 	1630 	1154 	1429 	1670 	1434 	1460 	1490 	1354 	1420 	1197 	16841 	3710 	4133 	4105 	3780 	872 	1384 	1454 	1227 	1279 	1627 	1456 	1348 	1301 	1374 	1220 	1186 	15728 
PAS,PAS_CRD_ARR,MK_LWSK_CH_LSZH	20122 	16250 	9843 	5754 	6252 	8116 	5898 	4705 	5647 	18188 	24076 	19209 	18430 	6984 	4731 	6473 	6054 	7009 	11013 	5688 	6358 	7163 	6458 	5836 	6136 	79903 	19426 	21085 	16733 	10593 	8056 	5061 	6309 	6137 	6002 	8946 	5139 	5653 	5941 	3764 	3227 	3602 	67837 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDDB	6235 	4024 	2379 	2089 	2010 	2136 	1355 	1334 	1335 	4146 	4451 	4107 	489 	1505 	1138 	1503 	1297 	1506 	1648 	1298 	1475 	1334 	489 	: 	: 	13193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDDH	4345 	3940 	1672 	1355 	1513 	1477 	1262 	1283 	1395 	3526 	4511 	3563 	: 	1149 	1096 	1281 	1498 	1521 	1492 	1401 	1537 	625 	: 	: 	: 	11600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDDK	6421 	4613 	2390 	2236 	2164 	2021 	1481 	1335 	1797 	6268 	6650 	6617 	4420 	2368 	1979 	1921 	2060 	2224 	2366 	2243 	2188 	2186 	1842 	1204 	1374 	23955 	4996 	6227 	4315 	3790 	1807 	1198 	1991 	1954 	1975 	2298 	1494 	1427 	1394 	1409 	1154 	1227 	19328 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDDN	: 	: 	: 	: 	: 	: 	: 	: 	: 	3904 	4301 	3916 	3596 	1487 	1082 	1335 	1356 	1302 	1643 	1307 	1387 	1222 	1341 	1122 	1133 	15717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDFH	6459 	4261 	2216 	2188 	2107 	2164 	1438 	1269 	1554 	4592 	6134 	4562 	4356 	1840 	1123 	1629 	1651 	2081 	2402 	1663 	1483 	1416 	1810 	1192 	1354 	19644 	3788 	5716 	3971 	3461 	1467 	966 	1355 	1438 	1960 	2318 	1379 	1414 	1178 	1314 	1145 	1002 	16936 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDJA	4342 	5798 	2092 	1527 	1305 	1510 	1635 	1979 	2184 	6068 	6611 	6389 	5989 	2213 	1781 	2074 	2008 	2192 	2411 	2059 	2179 	2151 	2298 	1881 	1810 	25057 	5694 	6555 	6251 	6006 	2145 	1577 	1972 	2017 	2117 	2421 	2101 	2081 	2069 	2085 	1916 	2005 	24506 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDLW	6612 	6230 	2420 	2174 	2184 	2254 	2155 	1963 	2112 	6036 	6771 	6355 	6044 	2006 	1905 	2125 	2072 	2306 	2393 	2149 	2185 	2021 	2336 	1802 	1906 	25206 	6078 	6382 	6350 	5568 	2188 	1777 	2113 	1996 	2061 	2325 	2192 	2125 	2033 	2040 	1756 	1772 	24378 
PAS,PAS_CRD_ARR,MK_LWSK_DE_EDNY	4314 	3837 	1875 	1321 	1467 	1526 	1276 	1246 	1315 	3751 	4119 	4068 	3941 	1185 	1140 	1426 	1121 	1318 	1680 	1299 	1467 	1302 	1514 	1353 	1074 	15879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_DK_EKCH	4380 	3803 	1882 	1579 	1454 	1347 	1422 	1231 	1150 	3287 	4011 	4204 	475 	1123 	915 	1249 	1125 	1217 	1669 	1563 	1420 	1221 	475 	: 	: 	11977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	3554 	4338 	3895 	3510 	1009 	1220 	1325 	1370 	1429 	1539 	1260 	1347 	1288 	1337 	1044 	1129 	15297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	3481 	3917 	4038 	3563 	1070 	1101 	1310 	1024 	1307 	1586 	1305 	1320 	1413 	1328 	1122 	1113 	14999 	3549 	5480 	3984 	3379 	1293 	953 	1303 	1327 	1808 	2345 	1444 	1318 	1222 	1131 	1163 	1085 	16392 
PAS,PAS_CRD_ARR,MK_LWSK_FR_LFSB	10787 	10333 	5057 	3618 	3552 	3617 	3734 	2995 	3604 	10448 	11113 	10832 	8859 	3732 	3195 	3521 	3134 	3064 	4915 	3547 	3811 	3474 	3293 	2665 	2901 	41252 	8830 	10441 	10212 	8116 	2549 	3000 	3281 	3230 	3140 	4071 	3439 	3307 	3466 	3042 	2453 	2621 	37599 
PAS,PAS_CRD_ARR,MK_LWSK_HR_LDZA	6836 	4669 	3716 	2577 	2257 	2002 	1951 	1405 	1313 	6079 	8242 	6301 	4278 	1829 	1875 	2375 	2188 	2053 	4001 	2121 	2232 	1948 	1737 	1332 	1209 	24900 	5747 	7505 	6053 	4043 	1773 	1791 	2183 	1970 	2049 	3486 	2079 	2131 	1843 	1808 	1264 	971 	23348 
PAS,PAS_CRD_ARR,MK_LWSK_IT_LIME	: 	: 	: 	: 	: 	: 	: 	: 	: 	3824 	4033 	4128 	3880 	1126 	1286 	1412 	1218 	1373 	1442 	1356 	1449 	1323 	1367 	1174 	1339 	15865 	4394 	5821 	4011 	3501 	1881 	1149 	1364 	1529 	1937 	2355 	1457 	1353 	1201 	1247 	1097 	1157 	17727 
PAS,PAS_CRD_ARR,MK_LWSK_IT_LIPH	: 	: 	: 	: 	: 	: 	: 	: 	: 	3962 	4376 	4044 	3499 	1510 	1248 	1204 	1298 	1441 	1637 	1356 	1382 	1306 	1182 	1107 	1210 	15881 	3843 	4266 	3766 	3436 	1425 	1260 	1158 	1265 	1372 	1629 	1231 	1268 	1267 	1264 	1073 	1099 	15311 
PAS,PAS_CRD_ARR,MK_LWSK_IT_LIRF	: 	: 	: 	: 	: 	: 	: 	: 	: 	3538 	6083 	6739 	4454 	: 	1538 	2000 	1643 	1880 	2560 	2303 	2401 	2035 	1747 	1357 	1350 	20814 	4753 	6364 	6475 	3919 	1550 	1413 	1790 	1748 	1912 	2704 	2352 	2132 	1991 	1668 	1051 	1200 	21511 
PAS,PAS_CRD_ARR,MK_LWSK_NL_EHEH	: 	: 	: 	: 	: 	: 	: 	: 	: 	3588 	4162 	3670 	4029 	1304 	1001 	1283 	1279 	1248 	1635 	871 	1463 	1336 	1460 	1251 	1318 	15449 	3966 	4257 	4068 	3659 	1443 	1316 	1207 	1294 	1364 	1599 	1292 	1384 	1392 	1272 	1177 	1210 	15950 
PAS,PAS_CRD_ARR,MK_LWSK_NO_ENTO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3715 	3726 	4073 	3416 	1396 	1145 	1174 	1249 	874 	1603 	1387 	1385 	1301 	1252 	1210 	954 	14930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_RS_LYBE	6756 	4225 	3647 	3189 	1837 	1730 	1583 	1262 	1380 	4896 	9453 	6885 	3326 	1740 	1366 	1790 	2243 	2708 	4502 	3201 	1962 	1722 	1409 	1074 	843 	24560 	4157 	8879 	6216 	4550 	1208 	1246 	1703 	1985 	2819 	4075 	2782 	1793 	1641 	1692 	1580 	1278 	23802 
PAS,PAS_CRD_ARR,MK_LWSK_SE_ESGG	6492 	5693 	2881 	2237 	2105 	2150 	2076 	1889 	1728 	5928 	5772 	6521 	4479 	2262 	1730 	1936 	1745 	1639 	2388 	2307 	2164 	2050 	1642 	1300 	1537 	22700 	6106 	7703 	6409 	4524 	2167 	1690 	2249 	2360 	2093 	3250 	2297 	2052 	2060 	1799 	1250 	1475 	24742 
PAS,PAS_CRD_ARR,MK_LWSK_SE_ESKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	3375 	3916 	4133 	3612 	1183 	1001 	1191 	1082 	1183 	1651 	1612 	1395 	1126 	1438 	1282 	892 	15036 	3250 	3819 	3818 	3343 	1035 	1023 	1192 	1065 	1175 	1579 	1506 	1241 	1071 	1284 	1069 	990 	14230 
PAS,PAS_CRD_ARR,MK_LWSK_SE_ESMS	10898 	8219 	4957 	3655 	3569 	3674 	2947 	2602 	2670 	9761 	9675 	10749 	9076 	3558 	2870 	3333 	3014 	2812 	3849 	3927 	3538 	3284 	3375 	2782 	2919 	39261 	10926 	13615 	10588 	7927 	3297 	3152 	4477 	4318 	3668 	5629 	3860 	3375 	3353 	3233 	2350 	2344 	43056 
PAS,PAS_CRD_ARR,MK_LWSK_SI_LJLJ	7698 	5109 	4084 	2584 	2298 	2816 	2058 	1611 	1440 	5547 	5634 	5060 	4520 	1934 	1688 	1925 	1692 	1526 	2416 	1710 	1864 	1486 	1703 	1502 	1315 	20761 	5616 	6523 	6007 	3993 	1669 	1834 	2113 	1937 	1877 	2709 	1938 	2026 	2043 	1605 	1245 	1143 	22139 
PAS,PAS_CRD_ARR,MK_LWSK_SK_LZIB	4193 	4020 	2477 	1489 	1410 	1294 	1555 	1062 	1403 	3895 	4371 	3925 	259 	1326 	1193 	1376 	1453 	1397 	1521 	1284 	1360 	1281 	259 	0 	0 	12450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_ARR,MK_LWSK_TR_LTAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9775 	1578 	: 	: 	: 	: 	2498 	4103 	3174 	1365 	213 	: 	: 	: 	: 	11353 	: 	10971 	1331 	: 	: 	: 	: 	2753 	4793 	3425 	1331 	: 	: 	: 	: 	: 	12302 
PAS,PAS_CRD_ARR,MK_LWSK_TR_LTBA	21159 	13684 	9230 	7363 	7064 	6732 	5416 	4183 	4085 	16894 	20478 	19570 	14070 	5152 	5182 	6560 	6908 	5985 	7585 	6114 	7294 	6162 	5578 	4481 	4011 	71012 	15220 	20618 	18842 	15223 	4543 	5038 	5639 	6133 	6724 	7761 	6107 	6623 	6112 	5678 	4580 	4965 	69903 
PAS,PAS_CRD_ARR,MK_LWSK_TR_LTFJ	9967 	7819 	3670 	3444 	3371 	3152 	2876 	2313 	2630 	6933 	9553 	9026 	6204 	1975 	1946 	3012 	3364 	3043 	3146 	2633 	3648 	2745 	2015 	1994 	2195 	31716 	6734 	11050 	8765 	4700 	2086 	1867 	2781 	3427 	4130 	3493 	2942 	3313 	2510 	1545 	1660 	1495 	31249 
PAS,PAS_CRD_ARR,MK_LWSK_UK_EGGW	10345 	6610 	3918 	3375 	3411 	3559 	2487 	1958 	2165 	8246 	9629 	8919 	8239 	3246 	2070 	2930 	2368 	3285 	3976 	3274 	2964 	2681 	3175 	2488 	2576 	35033 	8140 	10337 	10182 	7138 	2705 	2314 	3121 	2883 	3507 	3947 	3360 	3468 	3354 	2742 	2252 	2144 	35797 
PAS,PAS_CRD_DEP,MK_LWSK_AE_OMDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	3371 	3834 	2239 	2339 	1042 	995 	1334 	1451 	1426 	957 	679 	708 	852 	771 	899 	669 	11783 	3338 	4835 	2440 	2934 	888 	1051 	1399 	1431 	2273 	1131 	865 	595 	980 	922 	936 	1076 	13547 
PAS,PAS_CRD_DEP,MK_LWSK_AT_LOWW	14009 	9175 	5646 	4979 	4654 	4376 	3360 	2361 	3454 	11427 	19494 	11601 	8127 	2826 	3521 	5080 	6212 	8588 	4694 	4039 	3868 	3694 	2825 	2380 	2922 	50649 	10152 	17979 	11426 	8575 	2479 	3297 	4376 	5551 	8518 	3910 	3729 	3964 	3733 	3083 	2501 	2991 	48132 
PAS,PAS_CRD_DEP,MK_LWSK_BE_EBCI	4327 	4284 	1597 	1446 	1497 	1384 	1441 	1299 	1544 	4354 	4407 	4202 	4140 	1351 	1342 	1661 	1423 	1655 	1329 	1238 	1521 	1443 	1241 	1438 	1461 	17103 	4044 	4287 	3979 	3898 	1118 	1432 	1494 	1417 	1648 	1222 	1251 	1445 	1283 	1392 	1221 	1285 	16208 
PAS,PAS_CRD_DEP,MK_LWSK_CH_LSZH	20947 	18681 	7283 	5871 	7250 	7826 	6190 	5024 	7467 	20573 	26285 	20975 	20089 	6394 	6394 	7785 	7464 	11109 	7712 	6095 	7613 	7267 	6304 	6280 	7505 	87922 	22008 	22424 	17316 	11272 	7602 	6557 	7849 	7414 	9573 	5437 	4875 	6582 	5859 	3580 	3351 	4341 	73020 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDDB	6425 	4128 	2109 	2099 	2163 	2163 	1467 	1307 	1354 	4528 	4506 	4290 	487 	1525 	1329 	1674 	1417 	1624 	1465 	1320 	1514 	1456 	487 	: 	: 	13811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDDH	4396 	4158 	1520 	1310 	1525 	1561 	1285 	1321 	1552 	4013 	4758 	3611 	: 	1167 	1492 	1354 	1600 	1647 	1511 	1392 	1548 	671 	: 	: 	: 	12382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDDK	6639 	4730 	2160 	2172 	2245 	2222 	1492 	1321 	1917 	6360 	6785 	6474 	4708 	2401 	1981 	1978 	2285 	2477 	2023 	2134 	2218 	2122 	1784 	1294 	1630 	24327 	5227 	6556 	4298 	4143 	1678 	1330 	2219 	2259 	2349 	1948 	1425 	1443 	1430 	1430 	1259 	1454 	20224 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDDN	: 	: 	: 	: 	: 	: 	: 	: 	: 	4207 	4383 	4263 	4077 	1490 	1290 	1427 	1573 	1416 	1394 	1479 	1521 	1263 	1366 	1247 	1464 	16930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDFH	6493 	4463 	2135 	2113 	2181 	2199 	1455 	1316 	1692 	4763 	6259 	4637 	4602 	1827 	1311 	1625 	1970 	2345 	1944 	1648 	1551 	1438 	1800 	1224 	1578 	20261 	3963 	6102 	4254 	3971 	1280 	1247 	1436 	1925 	2320 	1857 	1497 	1479 	1278 	1412 	1289 	1270 	18290 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDJA	4512 	5805 	1850 	1565 	1386 	1561 	1653 	1929 	2223 	6667 	6820 	6750 	6372 	2357 	2117 	2193 	2299 	2421 	2100 	2280 	2316 	2154 	2317 	1895 	2160 	26609 	6508 	6733 	6440 	6318 	2253 	1932 	2323 	2259 	2384 	2090 	2177 	2135 	2128 	2036 	1938 	2344 	25999 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDLW	6509 	6229 	2180 	2093 	2218 	2198 	2117 	1906 	2206 	6109 	6849 	6474 	6232 	2036 	1933 	2140 	2278 	2496 	2075 	2134 	2236 	2104 	2215 	1936 	2081 	25664 	6147 	6563 	6250 	6064 	1805 	2024 	2318 	2206 	2334 	2023 	2084 	2100 	2066 	2061 	1891 	2112 	25024 
PAS,PAS_CRD_DEP,MK_LWSK_DE_EDNY	4400 	4161 	1502 	1346 	1529 	1525 	1465 	1131 	1565 	4136 	4181 	4402 	4355 	1140 	1490 	1506 	1383 	1624 	1174 	1478 	1563 	1361 	1422 	1429 	1504 	17074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_DK_EKCH	4047 	4237 	1714 	1227 	1488 	1332 	1470 	1282 	1485 	3777 	4443 	3788 	444 	1012 	1429 	1336 	1369 	1656 	1418 	1113 	1409 	1266 	444 	: 	: 	12452 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	3550 	4509 	4029 	3770 	999 	1180 	1371 	1540 	1521 	1448 	1323 	1359 	1347 	1338 	1128 	1304 	15858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	3792 	4215 	3995 	3763 	980 	1376 	1436 	1554 	1576 	1085 	1178 	1428 	1389 	1348 	1104 	1311 	15765 	3477 	5605 	3984 	3767 	1033 	1062 	1382 	1911 	2244 	1450 	1344 	1451 	1189 	1338 	1136 	1293 	16833 
PAS,PAS_CRD_DEP,MK_LWSK_FR_LFSB	10886 	10934 	4009 	3483 	3745 	3658 	3583 	3082 	4269 	10610 	11228 	10615 	8796 	3510 	3565 	3535 	3615 	4284 	3329 	3416 	3871 	3328 	3145 	2694 	2957 	41249 	9499 	10427 	10333 	8682 	2680 	3482 	3337 	3581 	4036 	2810 	3309 	3525 	3499 	2967 	2551 	3164 	38941 
PAS,PAS_CRD_DEP,MK_LWSK_HR_LDZA	6384 	4635 	2334 	2315 	2237 	1832 	1903 	1288 	1444 	5544 	8686 	6072 	4365 	1489 	1770 	2285 	2567 	4042 	2077 	1992 	2100 	1980 	1701 	1262 	1402 	24667 	5307 	8148 	5608 	4044 	1381 	1782 	2144 	2373 	3813 	1962 	1736 	1927 	1945 	1523 	1151 	1370 	23107 
